GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
200680_x_at	3.19361988	3.17956988	3.16084768	3.4387506	3.27218397	2.98068048	3.17726067	3.32393622	3.11451821	3.34465718
200681_at	2.55603497	2.73119382	2.61608273	2.54821342	2.55216423	2.49243017	2.68037675	2.72488171	2.53410327	2.57701047
200682_s_at	1.98390367	2.47236889	2.21130017	2.0967749	2.1982012	2.16118688	2.27855841	2.30853288	2.18274179	2.092432
200683_s_at	1.31591639	1.50691713	1.35705899	1.14470379	1.40538155	1.50538399	1.40876143	1.26970524	1.43384201	1.20180512
200684_s_at	1.03709949	1.07333677	1.03622383	0.87226568	0.96559123	1.2246142	1.00962702	0.86838557	1.10374618	0.91903825
200685_at	0.48881795	0.32979721	0.48291713	0.5209203	0.40441151	0.38991241	0.39660403	0.28673046	0.37673658	0.41952654
200686_s_at	1.60160804	1.36467804	1.64646169	1.72867752	1.42954415	1.49948833	1.55389828	1.48691716	1.60414159	1.59821455
200687_s_at	1.42274793	1.57650703	1.44550833	1.39228165	1.3751246	1.66665582	1.64063789	1.60981954	1.63773172	1.44668967
200688_at	0.44722052	0.25459421	0.30540448	0.22416359	0.28714068	0.42879233	0.35497573	0.2711113	0.44703465	0.26984665
200689_x_at	3.43350332	3.55121307	3.49218647	3.97335674	3.74254476	3.1643753	3.63381137	3.66446572	3.3107569	3.77091033
200690_at	1.02830508	0.80961426	1.03378282	0.95326323	0.87485912	1.06670211	1.0124582	0.83798474	1.05553164	0.89038304
200691_s_at	2.32453745	2.49922755	2.34112294	2.39689325	2.40602887	2.36987939	2.53552064	2.44783448	2.44309415	2.3755899
200692_s_at	1.88071321	2.10756727	1.98000867	2.20206061	2.05298823	1.91428546	2.04021684	1.93354802	2.01138028	2.07178203
200693_at	1.8237614	2.20918095	1.97208744	1.75255746	2.01463749	2.02806349	2.10799543	2.07039011	2.0132006	1.7760817
200694_s_at	2.23545294	2.04202848	2.20919991	2.35868061	2.15101342	2.10902452	2.18346916	2.08425468	2.11538055	2.19657094
200695_at	1.22471904	1.3931845	1.21147883	1.04254148	1.24940202	1.30281812	1.30173923	1.27872799	1.29033004	1.12778123
200696_s_at	0.81567314	0.51118106	0.66014599	0.5979486	0.70566994	0.52711695	0.43973115	0.42316875	0.50942885	0.75786922
200697_at	1.87892253	1.90668157	1.84845515	1.78323711	1.80460674	1.84607653	1.92717649	1.96155825	1.88357473	1.85630268
200698_at	2.08048686	2.34738427	2.1294611	2.07812488	2.33824928	2.03366978	2.24766636	2.24770385	2.14290619	2.19221038
200699_at	2.18102629	1.92826348	2.08864146	2.10547447	2.12636618	2.00700064	1.9709795	2.01615946	1.99753827	2.23034427
200700_s_at	1.73557242	1.97037037	1.83381876	1.6191511	2.04183924	1.90850387	1.79642713	1.48255044	1.87819986	1.73887502
200701_at	1.86036688	1.67141734	1.76667333	1.71794558	1.7642197	1.70878689	1.67152927	1.58109486	1.49655338	1.73365922
200702_s_at	1.73462328	1.21746379	1.65186008	1.72337337	1.48177421	1.55314079	1.50553518	1.37977244	1.536407	1.58919743
200703_at	2.32842603	2.3714423	2.39914434	2.47405692	2.55196336	2.23000212	2.39450715	2.39635791	2.30526929	2.57712074
200704_at	1.32379696	1.09731925	1.44599581	1.23303171	1.2508869	1.23281111	1.06836495	1.00468038	1.21172303	1.30139276
200705_s_at	3.09262211	3.33080665	3.15456247	3.56798177	3.42090592	2.86932628	3.24361548	3.40727349	3.03087508	3.43869629
200706_s_at	1.08563396	0.73052896	1.23041208	0.86749922	1.01504585	1.05496778	0.86397956	0.77499556	0.96012129	0.99404402
200707_at	1.30181531	1.14014205	1.22555501	1.04448253	1.23831221	1.3935624	1.31830312	1.07337486	1.33094138	1.26316466
200708_at	1.75637078	1.98157817	1.74905913	1.8000188	1.80347518	1.85756856	1.95992483	1.83033984	1.84909364	1.72975758
200709_at	2.41939159	2.40986465	2.27289584	2.21139786	2.45448879	2.20122519	2.41463628	2.29885284	2.28665798	2.41485008
200710_at	1.87881546	1.71668025	1.72005597	1.73177751	1.84395495	1.73303976	1.7762724	1.54272338	1.846288	1.74706454
200711_s_at	1.61269796	1.3765033	1.55318757	1.46958792	1.5434852	1.52844383	1.37293901	1.28134882	1.54369	1.36272152
200712_s_at	0.8546654	1.55102393	1.21501756	0.81152518	1.12876485	1.43747647	1.1569975	0.99597559	1.34783084	0.97729744
200713_s_at	2.5562763	2.77825531	2.60912078	2.69007381	2.6324178	2.54903678	2.66544791	2.73966874	2.56748765	2.62334423
200714_x_at	1.51637434	1.46704822	1.44311192	1.44042808	1.47854134	1.39851612	1.40673093	1.39900721	1.38682734	1.48650729
200715_x_at	2.91829338	3.07508322	2.86503121	3.13488401	2.95336292	2.79292652	3.1172124	3.19821537	2.90836787	2.98984619
200716_x_at	3.49734359	3.78418871	3.58398517	3.9770145	3.86761016	3.31443529	3.77552744	3.89374731	3.40241719	3.91417296
200717_x_at	3.47526034	3.78627997	3.47401726	3.95596567	3.77174187	3.14082641	3.57565836	4.06932788	3.33202867	3.85814799
200718_s_at	2.73226527	2.77848615	2.78219016	3.07094146	2.88781623	2.59035472	2.7871346	2.88588295	2.71793731	2.97379876
200719_at	0.39212232	0.17121495	0.34238396	0.27517673	0.2624341	0.32818324	0.34098413	0.22190138	0.37244338	0.26579604
200720_s_at	0.59173897	0.77295671	0.57442722	0.42329382	0.56620616	0.79103519	0.61835728	0.49111065	0.80167021	0.42897165
200721_s_at	0.88737952	0.78649385	0.81678026	0.66873722	0.72979586	0.99765562	0.88422838	0.69492088	0.95716422	0.73880474
200722_s_at	0.67661471	1.51091861	1.19980045	0.76202693	1.21298449	1.31519413	1.10690669	1.05618315	1.25134534	0.90804842
200723_s_at	1.87519284	2.40962377	2.20195815	2.00857213	2.31407751	2.13468589	2.20004558	2.0853061	2.14609404	2.0340903
200724_at	0.07020355	0.03487632	0.08700292	0.00911205	0.05728572	0.0415215	0.01327165	0.08862392	0.09694096	-0.02268181
200725_x_at	3.24148637	3.60552637	3.34139005	3.74036184	3.53460747	3.03491546	3.48333014	3.60825714	3.17614247	3.6124332
200726_at	2.18509027	2.32571209	2.22829571	2.09495922	2.26902091	2.19653649	2.25628501	2.18227819	2.29744099	2.01537407
200727_s_at	1.02288292	1.5146399	1.21749139	1.32346722	0.84895429	1.37945061	1.20639516	1.06371518	1.55214472	1.15341718
200728_at	2.22381566	2.47483301	2.50370649	2.4547117	2.51211534	2.46863057	2.38927876	2.40555551	2.44958449	2.44612651
200729_s_at	1.53142868	1.99332244	1.95096628	1.61400924	1.7485529	1.87030885	1.82720901	2.11605863	1.87585988	1.73075926
200730_s_at	0.1983558	0.85902188	0.78137014	0.36105283	0.65291871	0.88685847	0.65534114	0.50761199	0.76883969	0.40754871
200731_s_at	0.63207029	0.63749104	0.76102534	0.51439348	0.68479938	0.68598305	0.64799114	0.51901759	0.72243559	0.46926342
200732_s_at	1.29535834	1.03467402	1.31008935	1.04980234	1.1985285	1.20932313	1.05435708	1.00576396	1.15581783	1.09065606
200733_s_at	0.81827357	0.73788161	0.83643651	0.78783333	0.75213321	0.89965625	0.84661422	0.69006039	0.93176975	0.77858894
200734_s_at	1.65970795	1.5115725	1.50523881	1.60585179	1.42837854	1.58828916	1.62303052	1.48614423	1.58017789	1.66299234
200735_x_at	3.08902615	3.31327642	3.10665194	3.41776304	3.30161494	2.89788181	3.17090422	3.37887832	2.99219573	3.28504496
200736_s_at	1.87089045	1.99067478	1.8648666	1.74759944	1.79665663	1.81056269	1.83515693	1.680255	1.88471019	1.74325785
200737_at	0.84187221	1.39205075	0.90399634	0.73825247	0.99881603	1.08758658	0.93127713	0.98520098	1.10019818	0.82074573
200738_s_at	2.31125021	2.50042082	2.30811027	2.38969208	2.47397061	2.39117607	2.5487019	2.35941392	2.43439094	2.31164403
200739_s_at	0.43566337	0.92691438	0.54014199	0.31303838	0.54749823	0.93689508	0.6655703	0.45376296	0.86559822	0.39279062
200740_s_at	2.2947888	2.41501224	2.23914493	2.32295852	2.32746931	2.28400073	2.41849885	2.29824472	2.35159942	2.22170087
200741_s_at	3.80891763	3.90803696	3.81445236	4.39076818	4.07394458	3.34343984	3.91213508	4.09840235	3.53755956	4.27175995
200742_s_at	0.37109014	0.56708731	0.46790179	0.3145042	0.49100299	0.66350684	0.53623731	0.39230966	0.44453543	0.36035798
200743_s_at	1.11828989	0.95861137	1.00680795	0.9286618	0.93692497	1.18560202	1.00725492	1.03166758	0.87786156	1.01129262
200744_s_at	1.17492905	1.67726735	1.40897269	1.09837277	1.4335912	1.63978649	1.42670149	1.25482318	1.66139306	1.18528518
200745_s_at	1.88160138	2.06217303	2.07424866	1.99888384	2.02759397	2.1435006	2.03568625	1.97112376	2.17344008	1.96767167
200746_s_at	2.14706155	2.12402199	2.14013313	2.17986535	2.18329028	2.138062	2.22008696	2.06421485	2.16260658	2.1424902
200747_s_at	0.90492855	0.77107726	0.80874849	0.61849217	0.64035035	1.04116793	0.8879148	0.7348184	0.99523386	0.70239411
200748_s_at	3.10019779	2.93293229	3.10154301	3.24516139	3.21357214	2.75283998	2.96714267	3.07997673	2.74836644	3.14611169
200749_at	2.52982215	2.33384925	2.63861374	2.72656301	2.54369021	2.35659667	2.48339133	2.29260184	2.41404955	2.67217449
200750_s_at	3.10536745	3.28741728	3.15127959	3.26097656	3.25671789	2.96722891	3.17322064	3.25851861	3.02195804	3.33163476
200751_s_at	1.01798427	2.35212417	1.67836437	1.26068614	1.6289411	1.88650243	1.81560718	1.79797381	1.90658016	1.46106209
200752_s_at	0.2805816	0.22055198	0.20189851	0.12449702	0.24385725	0.37064189	0.26361893	0.19156931	0.34498803	0.21173913
200753_x_at	1.45007431	1.56388682	1.68550205	1.35249226	1.69609139	1.65799835	1.54925541	1.33005258	1.66292899	1.53519646
200754_x_at	2.72277673	2.68829953	2.74754834	2.79946163	2.9145815	2.46882212	2.66405867	2.63403243	2.60894489	2.90130946
200755_s_at	1.08091575	1.48801476	1.30342184	0.94466479	1.30700098	1.45703277	1.32919626	1.12029842	1.34013174	1.25778177
200756_x_at	0.32744955	1.0586601	0.6733684	0.26758778	0.67763071	0.93089888	0.67547136	0.58053118	0.81934335	0.54238047
200757_s_at	1.83221007	1.99866488	1.89318613	1.75677145	1.90870514	1.92670855	1.96093571	1.9135462	1.82706649	1.92500121
200758_s_at	1.38536656	1.36044039	1.41157496	1.27610217	1.44660596	1.45494675	1.39838784	1.29608513	1.4168353	1.33700264
200759_x_at	1.53786871	1.3020457	1.43397717	1.47632839	1.46995984	1.39979193	1.39417932	1.39901318	1.40977474	1.47807942
200760_s_at	0.53970564	0.93045788	0.85267109	0.51066225	0.53416831	1.07277623	0.76626947	0.66296989	1.00902982	0.52490411
200761_s_at	0.94057187	1.15975505	0.95424573	0.8175814	0.77013136	1.24578991	1.12868302	1.0673146	1.13474117	0.9165465
200762_at	1.43566588	0.99309448	1.36127442	1.37684952	1.22929179	1.28452337	1.15843652	1.03360837	1.17790727	1.34120598
200763_s_at	3.69772859	3.89073963	3.73672912	4.36106473	4.05392073	3.32928813	3.89769698	3.99543807	3.49559071	4.12894892
200764_s_at	1.16649941	1.50739005	1.44197392	1.14086455	1.44661433	1.54404126	1.38415777	1.21235337	1.4632669	1.27443216
200765_x_at	1.84893716	1.70984771	1.83506724	1.7694631	1.8568616	1.79824027	1.80992701	1.67524835	1.87065939	1.76560451
200766_at	0.58580192	0.41982275	0.47807208	0.39314005	0.4344552	0.65014217	0.5310788	0.42016831	0.50897212	0.44635765
200767_s_at	0.44131622	0.68352977	0.78369227	0.56282607	0.73051507	0.91676245	0.76331886	0.63759032	0.84082258	0.61727305
200768_s_at	2.16809012	1.98755425	2.19759967	2.18409306	2.16159082	1.98108093	2.11462028	2.05664967	2.15356405	2.16605054
200769_s_at	0.1190938	0.77447179	0.52967638	0.13429152	0.50710399	0.68978977	0.43747397	0.32117176	0.6530934	0.28126697
200770_s_at	0.93352812	0.89437947	0.95696036	0.8500728	0.96826349	0.98553449	0.85763337	0.73898857	0.92721906	0.8576855
200771_at	1.83325975	1.71323352	1.89520665	1.84049906	1.8996653	1.78301039	1.72684099	1.74060569	1.67115291	1.98888881
200772_x_at	3.55167963	3.72433563	3.57020535	4.04815501	3.85548513	3.20040382	3.71712991	3.82084116	3.33971658	3.9673176
200773_x_at	2.79348914	2.95822576	2.81883315	3.14591782	2.95376931	2.5982529	2.99113632	3.1288338	2.80072296	3.04042178
200774_at	2.46315716	2.50359336	2.47640688	2.62461321	2.60010522	2.3324192	2.6428635	2.77124353	2.42755624	2.57214408
200775_s_at	2.63547567	2.59361193	2.73318059	3.17545867	2.9630077	2.6733578	3.05088945	2.60883349	2.71493405	3.09826426
200776_s_at	1.20437158	1.65530264	1.48039521	1.26285945	1.51829355	1.3289785	1.41593189	1.36352008	1.48100772	1.27814281
200777_s_at	2.63022772	2.48728074	2.41083436	2.7674437	2.80052432	2.4673883	2.56849413	2.49177367	2.48582768	2.84413978
200778_s_at	1.44746944	2.18551531	1.79658953	1.55390047	1.75736204	1.88737797	1.82105668	1.79570918	1.89044267	1.63422273
200779_at	2.14077056	2.46350838	2.07437565	2.11470815	2.12423153	2.20389963	2.35479306	2.34387865	2.38584892	1.99684781
200780_x_at	3.5373155	3.56773421	3.49790124	4.07372733	3.82068267	3.11165333	3.68058845	3.59785703	3.30797022	3.88556928
200781_s_at	3.44939145	3.49914305	3.37749831	3.82344704	3.59075304	3.07775858	3.44913809	3.62314307	3.26179351	3.77192306
200782_at	2.75881337	2.85969443	2.74862595	2.9295438	2.91927161	2.56680893	2.83602671	2.917911	2.55707491	2.8889902
200783_s_at	1.30829648	1.38015293	1.18262886	1.17513924	1.09098859	1.45957471	1.39701687	1.22581561	1.42031524	1.10053254
200784_s_at	0.32974869	0.33464349	0.28584425	0.23842241	0.35213263	0.30698675	0.26733242	0.32473515	0.2688266	0.29899882
200785_s_at	0.32562167	0.24660286	0.23953007	0.20950458	0.2710896	0.18199831	0.19857752	0.35681194	0.16098022	0.25743682
200786_at	2.30507086	2.51210652	2.36044145	2.33859212	2.4441486	2.45329198	2.51884119	2.56982998	2.50310008	2.39214699
200787_s_at	1.72283014	1.94984765	1.82341865	1.70438729	1.80197203	1.82268975	1.8804168	1.69846661	1.75605386	1.86556113
200788_s_at	2.08990395	2.050784	2.12975867	2.08684326	2.04928019	2.00911373	2.25288101	2.07910771	1.89385188	2.42482359
200789_at	0.79858078	0.61434739	0.71034298	0.54226902	0.66129656	0.71743487	0.51639678	0.4766039	0.6460451	0.58794037
200790_at	2.13497779	2.41298261	2.18820294	2.17782786	2.25519493	2.25556615	2.34874888	2.20234354	2.25404397	2.124791
200791_s_at	1.75550583	1.7268526	1.76905193	1.59269375	1.6272749	1.84741904	1.78795598	1.79108565	1.69746952	1.72465267
200792_at	2.65052602	2.88778391	2.67027934	2.6869872	2.73017084	2.68309057	2.85683026	2.97454921	2.71467374	2.76812383
200793_s_at	0.80866267	0.71298489	0.77123438	0.57888688	0.76132178	0.91965367	0.71380467	0.58026724	0.85970868	0.59248208
200794_x_at	1.75885738	2.00731869	1.83928669	1.74869145	1.83452821	1.91916295	1.88991074	1.87720618	1.81170294	1.8101519
200795_at	-0.16554727	-0.14947347	-0.21792497	-0.18499399	-0.21468078	-0.20928801	-0.21840526	-0.16302414	-0.09928037	-0.16218263
200796_s_at	-0.28348427	0.56035903	0.03627471	-0.1304867	0.10412822	0.22324604	0.10323834	0.16260889	0.23795981	-0.08166293
200797_s_at	2.41201692	2.42604892	2.62900211	2.67914168	2.69202215	2.32988413	2.46053258	2.54644296	2.49004893	2.70530268
200798_x_at	1.80388667	2.10765075	2.15199725	1.82996314	1.99407419	1.89529235	2.02986088	1.82819369	2.07233953	2.01505661
200799_at	1.73512633	1.17737047	1.7536335	1.38574838	1.298122	1.24360634	1.16380781	1.32231475	1.50884987	1.23647082
200800_s_at	1.08499762	0.67977497	1.27760223	0.73423486	0.88552042	0.84181549	0.61378783	0.58761319	0.98103399	0.73991326
200801_x_at	3.85493478	3.97613092	3.93936335	4.48821753	4.12874846	3.41546519	4.04266867	4.32318781	3.66221113	4.37048678
200802_at	1.55530059	1.62532729	1.57411573	1.37371624	1.50045766	1.68545493	1.53826802	1.48589736	1.77943676	1.43421856
200803_s_at	1.84415903	2.34767823	1.98591049	1.8749808	2.13186683	2.1178601	2.11922304	1.96358202	2.1329543	1.89110966
200804_at	2.27477422	2.28944247	2.23480415	2.33369453	2.27600681	2.12737828	2.38809558	2.25993701	2.18079296	2.3115647
200805_at	0.97789133	0.93478367	0.93285013	0.79967109	0.81386021	1.06788631	0.85602334	0.70147644	1.02484786	0.82357441
200806_s_at	1.90334345	2.96894029	2.45689654	2.21757275	2.57066756	2.49670094	2.44784748	2.47168895	2.5447611	2.24999012
200807_s_at	3.14833773	3.29967027	3.20061878	3.50362721	3.40130488	2.96164624	3.26110833	3.36528013	3.14803025	3.31326476
200808_s_at	1.51596959	1.26082651	1.40052891	1.13048833	1.36597928	1.41963869	1.3422219	1.09252782	1.397159	1.46420719
200809_x_at	3.39660096	3.63996248	3.30330916	3.7603118	3.61303946	3.01769769	3.50429564	3.74160485	3.14672258	3.64169517
200810_s_at	1.62762076	1.26544951	1.50901398	1.46954964	1.35672593	1.4174973	1.49266432	1.30083577	1.49982875	1.3283371
200811_at	1.17872434	1.22452193	1.29415668	0.91516891	1.18260266	1.29919041	1.21910276	1.09130307	1.23555541	1.01219195
200812_at	2.19579854	2.44487971	2.13855949	2.07102784	2.18067578	2.33471483	2.34170118	2.3020097	2.34334225	2.06991113
200813_s_at	0.90605566	1.10646672	1.04191955	0.7550109	0.9703185	1.17719385	0.92518674	0.82318974	1.131171	0.81816633
200814_at	1.63509465	1.50448524	1.49893616	1.464544	1.47519806	1.52386922	1.48575849	1.48932215	1.41737808	1.48419195
200815_s_at	1.23163218	1.18954808	1.16591198	1.03218484	0.98994749	1.38477012	1.3369952	1.10495365	1.4344096	1.05521832
200816_s_at	1.29750833	1.30030945	1.36676046	1.17709375	1.31343198	1.52737557	1.34909232	1.27253988	1.49316821	1.19465735
200817_x_at	3.52579787	3.48442592	3.51508508	4.071599	3.80632557	3.15961962	3.65708118	3.76407806	3.33248015	3.85318193
200818_at	2.39431576	2.61502583	2.41800936	2.39190367	2.34431858	2.385528	2.51141437	2.53156556	2.40292969	2.39252963
200819_s_at	3.64917322	3.87895591	3.64341232	4.11077387	3.88815224	3.33732862	3.85754889	3.9824234	3.50379793	4.01895203
200820_at	1.81564623	1.91622455	1.86513719	1.79135902	1.92102722	1.89919775	1.82988428	1.79051807	1.89988117	1.76858383
200821_at	0.85163586	0.77369852	0.86146409	0.8018828	0.77640207	0.94307739	0.89513611	0.76558622	0.91584267	0.71000008
200822_x_at	2.61886053	2.88506021	2.55939466	2.69668768	2.69086378	2.57171444	2.90859183	2.77484534	2.63872828	2.72230713
200823_x_at	2.92389703	2.97652443	2.93078711	3.17710097	3.03781469	2.72068582	2.98630426	2.94555612	2.82702831	3.05158317
200824_at	2.28495639	2.40073628	2.21257956	2.20545471	2.2975455	2.24222932	2.31116293	2.31063852	2.23242415	2.31840252
200825_s_at	2.39488562	2.58186925	2.36252397	2.40938189	2.58689511	2.17452141	2.58999934	2.62341327	2.3990626	2.59838627
200826_at	2.80991553	2.82820356	2.72704428	2.84747968	2.81697645	2.61882241	2.80346914	2.78638042	2.65658268	2.82092899
200827_at	0.69034293	0.77982342	0.678912	0.48895512	0.59366679	0.957403	0.71554071	0.66966312	0.90278074	0.60129681
200828_s_at	1.2636938	1.71563232	1.52993286	1.13096731	1.57927598	1.58402612	1.42226944	1.30353231	1.50182303	1.27455619
200829_x_at	1.90477178	1.6742195	1.83999281	1.81605248	1.76894227	1.79937262	1.78082956	1.68848962	1.85594044	1.75193184
200830_at	2.50838122	2.63416627	2.42845838	2.72038354	2.60018261	2.46755164	2.78361415	2.6884955	2.64144928	2.52781034
200831_s_at	1.42602065	1.6648987	1.5816572	1.3833084	1.51448176	1.54489151	1.43695	1.48234963	1.45941287	1.46442356
200832_s_at	2.00973052	1.87811365	2.02043542	1.83585303	2.04156986	1.93048799	1.70331526	1.75584587	1.85874818	2.10075183
200833_s_at	2.14269868	2.11623668	2.29905538	2.21149747	2.30253858	2.11594473	2.17686579	2.00801291	2.204296	2.21957077
200834_s_at	3.71421996	3.69806216	3.67418075	4.03010868	3.82699528	3.33437941	3.74420122	3.95449249	3.50859508	4.00794429
200835_s_at	0.34103462	0.24864713	0.46107385	0.29940784	0.17184942	0.42610666	0.23683156	0.23345529	0.37973376	0.2129569
200836_s_at	0.51217556	0.7455122	0.52961198	0.43920757	0.49632901	0.72657887	0.6129567	0.54592368	0.63052025	0.49296416
200837_at	1.56613794	1.54853299	1.54182993	1.46602668	1.50821598	1.61067078	1.65628019	1.59981249	1.6881367	1.53423423
200838_at	0.79772688	0.85630947	0.90128712	0.63640578	0.79234257	1.02494015	0.85109233	0.7202047	0.90971879	0.70538293
200839_s_at	1.3774844	1.31804086	1.29260437	1.30320349	1.29440463	1.45213189	1.37641422	1.37685386	1.32864561	1.21104686
200840_at	2.73464187	2.96161714	2.64561367	3.01509822	2.8079216	2.64834817	2.98664789	3.05962442	2.81509677	2.91236889
200841_s_at	0.18290825	0.61074573	0.40665741	0.34160761	0.13600019	0.63975067	0.37500157	0.29094806	0.75768297	0.25733487
200842_s_at	1.65581276	1.57644046	1.67162818	1.54628174	1.57656383	1.69663377	1.66832775	1.54849321	1.74645401	1.56584626
200843_s_at	1.47827343	1.45605229	1.46306595	1.27873828	1.43012489	1.45304084	1.40179236	1.31417751	1.59402122	1.27509795
200844_s_at	2.19182054	2.43542815	2.24119517	2.17860799	2.28059991	2.22478752	2.20322022	2.21455253	2.21308312	2.1931912
200845_s_at	1.85107424	2.15580397	1.8870244	1.9969262	1.89358392	1.87155154	1.93948578	2.06083105	1.89278133	1.89664256
